Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,Strm,Name
102330607,2784,48922,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
102353039,2816,48932,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
102382607,2912,48944,,,,,,,,,,0.262,90021.822,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
102396975,4224,48950,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
102419983,5600,48962,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
102465871,35872,48983,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
102517168,8447,49004,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
102552304,8416,49025,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
102585584,8384,49046,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
102637168,9216,49070,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
102669840,2784,49080,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
102694768,2816,49090,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
102724432,2912,49102,,,,,,,,,,0.262,90021.822,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
102738704,4128,49108,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
102761360,5600,49120,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
102808208,35840,49141,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
102859281,8384,49162,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
102893553,8448,49183,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
102926097,8544,49204,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
102978001,9216,49228,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
103004753,2816,49238,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
103026353,2880,49248,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
103065457,2944,49260,,,,,,,,,,0.262,89043.239,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
103079537,4129,49266,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
103102834,5600,49278,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
103150706,35904,49299,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
103203314,8576,49320,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
103237202,8416,49341,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
103269458,8384,49362,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
103321138,9248,49386,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
103348786,2785,49396,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
103370674,2849,49406,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
103399571,2911,49418,,,,,,,,,,0.262,90052.755,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
103413843,4159,49424,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
103436115,5599,49436,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
103482547,35936,49457,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
103534995,8384,49478,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
103568595,8544,49499,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
103602067,8384,49520,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
103653363,9217,49544,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
103680627,2784,49554,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
103706643,2752,49564,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
103739540,2911,49576,,,,,,,,,,0.262,90052.755,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
103753908,4160,49582,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
103777140,5600,49594,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
103823956,35872,49615,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
103876852,8416,49636,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
103910964,8416,49657,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
103944500,8416,49678,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
103996373,9216,49702,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
104023764,2784,49712,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
104055189,2784,49722,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
104084693,2912,49734,,,,,,,,,,0.262,90021.822,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
104098677,4128,49740,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
104121845,5632,49752,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
104168885,35872,49773,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
104222133,8576,49794,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
104255734,8479,49815,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
104288085,8385,49836,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
104340406,9216,49860,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
104367606,2784,49870,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
104389366,2784,49880,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
104418294,2848,49892,,,,,,,,,,0.262,92044.788,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
104432470,4128,49898,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
104455478,5568,49910,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
104501206,35873,49931,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
104545142,6496,49942,8,16,1,128,1,1,31,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
104615415,14464,49966,2,16,1,256,1,1,82,0.027,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_64x32_sliced1x4_tn
104653783,3136,49976,128,1,1,128,1,1,22,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
104696471,6080,50005,512,1,1,32,4,1,38,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::<unnamed>::vectorized_layer_norm_kernel<float, float>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)"
104742199,25696,50028,16,4,1,256,1,1,57,0.016,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x128_tn
104769239,4800,50038,512,1,1,128,1,1,28,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::GeluCUDAKernelImpl(at::TensorIteratorBase &, at::native::GeluType)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)"
104803287,27937,50061,2,16,1,256,1,1,82,0.027,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_64x32_sliced1x4_tn
104836215,3232,50071,128,1,1,128,1,1,22,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)"
104880248,6111,50100,512,1,1,32,4,1,38,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::<unnamed>::vectorized_layer_norm_kernel<float, float>(int, T2, const T1 *, const T1 *, const T1 *, T2 *, T2 *, T1 *)"
104931960,9216,50121,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
104967832,8352,50142,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
105000824,8480,50163,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
105067832,9152,50187,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
105099544,2944,50197,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
105123672,2784,50207,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
105155928,3040,50219,,,,,,,,,,0.262,86231.482,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
105170904,4224,50225,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
105196313,5695,50237,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
105246137,36032,50258,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
105301177,8448,50279,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
105334905,8384,50300,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
105367289,8416,50321,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
105421145,9184,50345,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
105449978,2816,50355,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
105473722,2752,50365,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
105503546,2944,50377,,,,,,,,,,0.262,89043.239,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
105517882,4095,50383,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
105541658,5664,50395,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
105588250,36032,50416,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
105648442,8448,50437,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
105683130,8352,50458,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
105716538,8544,50479,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
105769467,9152,50503,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
105798170,2849,50513,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
105821658,2753,50523,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
105851131,2944,50535,,,,,,,,,,0.262,89043.239,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
105865403,4128,50541,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
105888571,5600,50553,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
105934299,36032,50574,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
105988027,8448,50595,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
106022139,8417,50616,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
106064252,8415,50637,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
106118204,9120,50661,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
106146556,2848,50671,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
106170108,2784,50681,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
106199676,2880,50693,,,,,,,,,,0.262,91022.164,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
106214076,4160,50699,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
106238140,5632,50711,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
106290460,36032,50732,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_nn
106343293,8447,50753,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
106377373,8384,50774,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
106410621,8448,50795,1,16,1,128,1,1,86,0.033,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_32x32_sliced1x4_tn
106462973,9120,50819,1,1,4,256,1,1,118,0.017,0.000,,,,,NVIDIA A30 (0),1,7,ampere_sgemm_128x128_tn
106491485,2848,50829,128,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
106514397,2752,50839,32,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)"
106543901,2944,50851,,,,,,,,,,0.262,89043.239,Device,Device,NVIDIA A30 (0),1,7,[CUDA memcpy Device-to-Device]
106557789,4096,50857,256,1,1,128,1,1,16,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
106581469,5632,50869,64,1,1,32,4,1,30,0.000,0.000,,,,,NVIDIA A30 (0),1,7,"void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
